drg,procedure_id,procedure_name,provider_id,provider_name,address,city,state,zip_code,region,total_discharges,average_covered_charges,average_totalPayments,average_medicare_payments,patient_oop_payments
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390032,ALLEGHENY VALLEY HOSPITAL,1301 CARLISLE ST,NATRONA,Pennsylvania,15065,PA - Pittsburgh,55,35577.44,11940.24,8918.78,3021.46
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390035,ST LUKE'S QUAKERTOWN HOSPITAL,1021 PARK AVENUE,QUAKERTOWN,Pennsylvania,18951,PA - Allentown,29,103507.79,12379.28,11215.28,1164
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390036,HERITAGE VALLEY BEAVER,1000 DUTCH RIDGE ROAD,BEAVER,Pennsylvania,15009,PA - Pittsburgh,80,22472.9,12590.31,10559.69,2030.62
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390037,HERITAGE VALLEY SEWICKLEY,720 BLACKBURN ROAD,SEWICKLEY,Pennsylvania,15143,PA - Pittsburgh,128,20544.23,11651.02,8705.31,2945.71
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390039,SOMERSET HOSPITAL,225 SOUTH CENTER AVENUE,SOMERSET,Pennsylvania,15501,PA - Johnstown,24,30051.96,12237.83,10985.17,1252.66
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390041,UNIONTOWN HOSPITAL,500 WEST BERKELEY STREET,UNIONTOWN,Pennsylvania,15401,PA - Pittsburgh,81,17473.58,12554.84,10266.27,2288.57
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390042,"WASHINGTON HOSPITAL, THE",155 WILSON AVENUE,WASHINGTON,Pennsylvania,15301,PA - Pittsburgh,34,38566.32,14078.47,9847.82,4230.65
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390043,SOLDIERS AND SAILORS MEMORIAL HOSPITAL,32-36 CENTRAL AVENUE,WELLSBORO,Pennsylvania,16901,PA - Sayre,35,47300.51,14459.37,13280.17,1179.2
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390044,READING HOSPITAL,SIXTH AVENUE AND SPRUCE ST,READING,Pennsylvania,19603,PA - Reading,414,37546.27,15158.7,12255.71,2902.99
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390045,WILLIAMSPORT REGIONAL MEDICAL CENTER,700 HIGH STREET,WILLIAMSPORT,Pennsylvania,17701,PA - Danville,259,43417.64,13072.04,11386.7,1685.34
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390046,YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,Pennsylvania,17403,PA - York,73,47479.63,14930.27,12994.18,1936.09
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390048,GEISINGER-LEWISTOWN HOSPITAL,400 HIGHLAND AVENUE,LEWISTOWN,Pennsylvania,17044,PA - Harrisburg,27,33644.89,13252.78,11918.78,1334
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390049,ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,Pennsylvania,18015,PA - Allentown,333,95034.66,14553.48,10986.88,3566.6
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390050,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,Pennsylvania,15212,PA - Pittsburgh,142,39881.61,13682.09,10184.08,3498.01
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390052,CLEARFIELD HOSPITAL,809 TURNPIKE AVE,CLEARFIELD,Pennsylvania,16830,PA - Altoona,21,32975.57,12100.1,10976.48,1123.62
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390056,J C BLAIR MEMORIAL HOSPITAL,1225 WARM SPRINGS AVE,HUNTINGDON,Pennsylvania,16652,PA - Altoona,19,24033.74,13348.42,12166.32,1182.1
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390057,GRAND VIEW HOSPITAL,700 LAWN AVENUE,SELLERSVILLE,Pennsylvania,18960,PA - Allentown,199,32173.63,12662.55,9368.09,3294.46
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390058,CARLISLE REGIONAL MEDICAL CENTER,361 ALEXANDER SPRING ROAD,CARLISLE,Pennsylvania,17015,PA - Harrisburg,136,75107.15,12320.92,10550.64,1770.28
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390061,LANCASTER REGIONAL MEDICAL CENTER,250 COLLEGE AVENUE,LANCASTER,Pennsylvania,17604,PA - Lancaster,133,84293.67,12907.92,10985.29,1922.63
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390062,NASON HOSPITAL,105 NASON DRIVE,ROARING SPRING,Pennsylvania,16673,PA - Altoona,73,23694.3,11549.11,10200.26,1348.85
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390063,UPMC HAMOT,201 STATE STREET,ERIE,Pennsylvania,16550,PA - Erie,220,67093.84,13158.22,10771.76,2386.46
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390065,GETTYSBURG HOSPITAL,147 GETTYS STREET,GETTYSBURG,Pennsylvania,17325,PA - Harrisburg,108,43796.99,13834.01,11086.84,2747.17
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390066,GOOD SAMARITAN HOSPITAL,FOURTH AND WALNUT STREETS,LEBANON,Pennsylvania,17042,PA - Harrisburg,117,43910.76,13067.87,11270.58,1797.29
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390067,PINNACLE HEALTH HOSPITALS,409 SOUTH SECOND STREET,HARRISBURG,Pennsylvania,17105,PA - Harrisburg,609,29439.27,14827.41,12032.62,2794.79
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390068,HEART OF LANCASTER REGIONAL MEDICAL CENTER,1500 HIGHLANDS DRIVE,LITITZ,Pennsylvania,17543,PA - Lancaster,15,83497.93,14520.53,11329,3191.53
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390072,BERWICK HOSPITAL CENTER,701 EAST 16TH STREET,BERWICK,Pennsylvania,18603,PA - Danville,52,176642.17,12373.27,10358.08,2015.19
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390073,UPMC ALTOONA,620 HOWARD AVENUE,ALTOONA,Pennsylvania,16601,PA - Altoona,121,37218.79,12136.04,10330.8,1805.24
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390076,BRANDYWINE HOSPITAL,201 REECEVILLE ROAD,COATESVILLE,Pennsylvania,19320,PA - Lancaster,34,188277.35,13915.85,11580.5,2335.35
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390079,ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,SAYRE,Pennsylvania,18840,PA - Sayre,265,33736.34,14031.47,11889.35,2142.12
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390080,JEANES HOSPITAL,7600 CENTRAL AVENUE,PHILADELPHIA,Pennsylvania,19111,PA - Philadelphia,52,79573.29,15784.15,12175.38,3608.77
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390081,DELAWARE COUNTY MEMORIAL HOSPITAL,501 NORTH LANSDOWNE AVE,DREXEL HILL,Pennsylvania,19026,PA - Philadelphia,84,83232.11,15673.73,12731.96,2941.77
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390086,PENN HIGHLANDS DUBOIS,100 HOSPITAL AVENUE,DUBOIS,Pennsylvania,15801,PA - Pittsburgh,60,29133.8,12622.28,11580.35,1041.93
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390090,WESTERN PENNSYLVANIA HOSPITAL,4800 FRIENDSHIP AVENUE,PITTSBURGH,Pennsylvania,15224,PA - Pittsburgh,29,40385.24,17608.55,13668.97,3939.58
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390091,UPMC NORTHWEST,100 FAIRFIELD DRIVE,SENECA,Pennsylvania,16346,PA - Erie,65,41531.17,11543.51,10437.46,1106.05
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390093,CLARION HOSPITAL,ONE HOSPITAL DRIVE,CLARION,Pennsylvania,16214,PA - Pittsburgh,18,24141.94,14348.06,12619.5,1728.56
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390096,ST JOSEPH MEDICAL CENTER,2500 BERNVILLE ROAD,READING,Pennsylvania,19605,PA - Reading,86,47954.05,14820.05,11943.97,2876.08
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,1648 HUNTINGDON PIKE,MEADOWBROOK,Pennsylvania,19046,PA - Philadelphia,214,63706.85,14535.37,11720.4,2814.97
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,Pennsylvania,17604,PA - Lancaster,612,38125.47,15568.37,12031.68,3536.69
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390101,MEMORIAL HOSPITAL,325 SOUTH BELMONT STREET,YORK,Pennsylvania,17403,PA - York,12,37373.17,13980.58,12329.5,1651.08
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390102,UPMC ST MARGARET,815 FREEPORT ROAD,PITTSBURGH,Pennsylvania,15215,PA - Pittsburgh,179,81699.09,13517.32,10167.3,3350.02
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390107,UPMC PASSAVANT,9100 BABCOCK BOULEVARD,PITTSBURGH,Pennsylvania,15237,PA - Pittsburgh,162,60902.13,11435.83,9284.19,2151.64
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390110,MEMORIAL MEDICAL CENTER,1086 FRANKLIN STREET,JOHNSTOWN,Pennsylvania,15905,PA - Johnstown,140,33247.01,13873.39,11395.31,2478.08
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390113,MEADVILLE MEDICAL CENTER,751 LIBERTY STREET,MEADVILLE,Pennsylvania,16335,PA - Erie,162,31983.52,12943.31,11491.99,1451.32
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,300 HALKET STREET,PITTSBURGH,Pennsylvania,15213,PA - Pittsburgh,250,53662.82,19907.43,16766.76,3140.67
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390115,ARIA HEALTH,10800 KNIGHTS ROAD,PHILADELPHIA,Pennsylvania,19114,PA - Philadelphia,223,61675.67,16359.77,13052.65,3307.12
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390116,SUBURBAN COMMUNITY HOSPITAL,2701 DEKALB PIKE,NORRISTOWN,Pennsylvania,19401,PA - Philadelphia,25,72029.76,17441.44,13430.72,4010.72
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390118,BRADFORD REGIONAL MEDICAL CENTER,116 INTERSTATE PARKWAY,BRADFORD,Pennsylvania,16701,PA - Erie,61,31181.34,13369.93,11582.85,1787.08
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390119,MOSES TAYLOR HOSPITAL,700 QUINCY AVENUE,SCRANTON,Pennsylvania,18510,PA - Scranton,120,118365.51,12980.25,10896.97,2083.28
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390123,POTTSTOWN MEMORIAL MEDICAL CENTER,1600 EAST HIGH STREET AND ARMAND HAMMER BLVD,POTTSTOWN,Pennsylvania,19464,PA - Reading,103,158285.54,12661.1,11320.94,1340.16
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390125,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,HONESDALE,Pennsylvania,18431,PA - Scranton,60,39809.88,14399.57,12840.67,1558.9
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390127,PHOENIXVILLE HOSPITAL,140 NUTT ROAD,PHOENIXVILLE,Pennsylvania,19460,PA - Philadelphia,96,140667.99,12899.19,10600.15,2299.04
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390133,LEHIGH VALLEY HOSPITAL,1200 SOUTH CEDAR CREST BOULVARD,ALLENTOWN,Pennsylvania,18105,PA - Allentown,736,72997.74,14348.07,11633.84,2714.23
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390137,WILKES-BARRE GENERAL HOSPITAL,575 NORTH RIVER STREET,WILKES-BARRE,Pennsylvania,18764,PA - Wilkes-Barre,239,109796.14,13418.76,10284.53,3134.23
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,130 SOUTH BRYN MAWR AVE,BRYN MAWR,Pennsylvania,19010,PA - Philadelphia,565,48251.66,14879.11,11453.76,3425.35
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390142,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,Pennsylvania,19141,PA - Philadelphia,68,101035.47,24273.47,17607.81,6665.66
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390145,EXCELA HEALTH WESTMORELAND HOSPITAL,532 WEST PITTSBURGH STREET,GREENSBURG,Pennsylvania,15601,PA - Pittsburgh,150,24664.85,12077.91,10454.31,1623.6
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390146,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,Pennsylvania,16365,PA - Erie,54,48375.65,14505.76,13327.2,1178.56
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390147,MONONGAHELA VALLEY HOSPITAL,1163 COUNTRY CLUB ROAD,MONONGAHELA,Pennsylvania,15063,PA - Pittsburgh,65,39719.48,11601.49,9764.35,1837.14
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390151,CHAMBERSBURG HOSPITAL,112 NORTH SEVENTH STREET,CHAMBERSBURG,Pennsylvania,17201,PA - Harrisburg,247,31894.42,13925.85,11630.36,2295.49
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390153,MAIN LINE HOSPITAL PAOLI,255 WEST LANCASTER AVENUE,PAOLI,Pennsylvania,19301,PA - Philadelphia,198,54140.97,13297.56,10258.95,3038.61
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390154,PENN HIGHLANDS ELK,763 JOHNSONBURG ROAD,SAINT MARYS,Pennsylvania,15857,PA - Erie,40,37815.48,11067.6,9827.3,1240.3
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390156,MERCY FITZGERALD HOSPITAL,LANSDOWNE & BAILY RDS,DARBY,Pennsylvania,19023,PA - Philadelphia,20,108298.15,19330.5,15512.3,3818.2
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390157,OHIO VALLEY GENERAL HOSPITAL,25 HECKEL ROAD,MCKEES ROCKS,Pennsylvania,15136,PA - Pittsburgh,19,44751.32,12750.42,8821.32,3929.1
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390160,CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,CANONSBURG,Pennsylvania,15317,PA - Pittsburgh,19,32087.42,11173.74,9289.42,1884.32
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390162,EASTON HOSPITAL,250 SOUTH 21ST STREET,EASTON,Pennsylvania,18042,PA - Allentown,75,208546.99,14973.27,12730.39,2242.88
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390163,ACMH HOSPITAL,ONE NOLTE DRIVE,KITTANNING,Pennsylvania,16201,PA - Pittsburgh,34,24304.18,12119.41,10902,1217.41
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390164,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,Pennsylvania,15213,PA - Pittsburgh,355,106934.97,17014.52,12722.67,4291.85
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390168,BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY,BUTLER,Pennsylvania,16001,PA - Pittsburgh,124,43884.24,11949.76,9999.78,1949.98
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390173,INDIANA REGIONAL MEDICAL CENTER,835 HOSPITAL ROAD,INDIANA,Pennsylvania,15701,PA - Pittsburgh,43,35222.49,12180.93,10708.86,1472.07
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,Pennsylvania,19107,PA - Philadelphia,567,53696.28,20120.26,15065.68,5054.58
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390178,UPMC HORIZON,110 NORTH MAIN STREET,GREENVILLE,Pennsylvania,16125,PA - Erie,100,53914.83,12550.65,10296.14,2254.51
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,WEST CHESTER,Pennsylvania,19380,PA - Philadelphia,198,40072.54,12861.24,11039.52,1821.72
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,Pennsylvania,19013,PA - Philadelphia,119,103794.43,16785.63,14188.02,2597.61
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,360 W RUDDLE STREET,COALDALE,Pennsylvania,18218,PA - Allentown,29,72108.9,13805.48,12244.28,1561.2
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390185,LEHIGH VALLEY HOSPITAL - HAZLETON,700 EAST BROAD STREET,HAZLETON,Pennsylvania,18201,PA - Allentown,44,59766.45,11642.55,10532.73,1109.82
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390194,GNADEN HUETTEN MEMORIAL HOSPITAL,211 NORTH 12TH STREET,LEHIGHTON,Pennsylvania,18235,PA - Allentown,35,47413.37,12387.43,10725.31,1662.12
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390195,MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVE,WYNNEWOOD,Pennsylvania,19096,PA - Philadelphia,283,50383.8,16065.56,12376.75,3688.81
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390197,SACRED HEART HOSPITAL,421 CHEW STREET,ALLENTOWN,Pennsylvania,18102,PA - Allentown,46,87143.2,15262.28,12592.07,2670.21
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,Pennsylvania,16509,PA - Erie,17,36463.12,14535.41,12707.88,1827.53
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390201,POCONO MEDICAL CENTER,206 EAST BROWN STREET,EAST STROUDSBURG,Pennsylvania,18301,PA - Allentown,117,37206.21,14397.03,12824.16,1572.87
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390203,DOYLESTOWN HOSPITAL,595 WEST STATE ST,DOYLESTOWN,Pennsylvania,18901,PA - Philadelphia,273,50736.27,12382,10360.4,2021.6
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390204,NAZARETH HOSPITAL,2601 HOLME AVE,PHILADELPHIA,Pennsylvania,19152,PA - Philadelphia,95,66175.4,16056.68,11216.76,4839.92
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390211,SHARON REGIONAL HEALTH SYSTEM,740 EAST STATE STREET,SHARON,Pennsylvania,16146,OH - Youngstown,86,55358.45,12172.58,10581.14,1591.44
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390219,EXCELA HEALTH LATROBE HOSPITAL,ONE MELLON WAY,LATROBE,Pennsylvania,15650,PA - Pittsburgh,37,26176.35,13271.57,11289.97,1981.6
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390220,JENNERSVILLE REGIONAL HOSPITAL,1015 WEST BALTIMORE PIKE,WEST GROVE,Pennsylvania,19390,PA - Lancaster,31,152749.32,13021.65,11977.65,1044
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390222,RIDDLE MEMORIAL HOSPITAL,1068 WEST BALTIMORE PIKE,MEDIA,Pennsylvania,19063,PA - Philadelphia,319,70378.63,13654.5,11402.37,2252.13
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,Pennsylvania,19104,PA - Philadelphia,338,78235.57,17819.77,15451.02,2368.75
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390225,EPHRATA COMMUNITY HOSPITAL,169 MARTIN AVENUE,EPHRATA,Pennsylvania,17522,PA - Lancaster,136,39679.43,12092.2,9577.38,2514.82
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390226,PENNSYLVANIA HOSPITAL,800 SPRUCE STREET,PHILADELPHIA,Pennsylvania,19107,PA - Philadelphia,238,67937.21,18531.72,14222.62,4309.1
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390228,ST CLAIR HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,Pennsylvania,15243,PA - Pittsburgh,228,38128.68,11760.89,7722.32,4038.57
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,Pennsylvania,19001,PA - Philadelphia,423,51424.62,14581.89,11501.82,3080.07
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,390233,HANOVER HOSPITAL,300 HIGHLAND AVE,HANOVER,Pennsylvania,17331,PA - York,159,31811.12,14786.52,12265.34,2521.18
